iterations;evals;births;elapsed;all_size;firsts_size;lasts_size;geno_uni;sol_uni;fit_uni;best_fitness;seed;problem;solver_sigma;objective;best→fitness;genotype_size
0;100;100;0.0063;100;1;100;1.0;1.0;1.0;3.8703448050911313;2;ea.p.s.circularPointAiming-20;ga-0.02;minimize;3.8703448050911313;20
0;100;100;0.0045;100;1;100;1.0;1.0;1.0;3.5020214768552096;1;ea.p.s.circularPointAiming-20;ga-0.25;minimize;3.5020214768552096;20
0;100;100;0.0053;100;1;100;1.0;1.0;1.0;3.8703448050911313;2;ea.p.s.circularPointAiming-20;ga-0.25;minimize;3.8703448050911313;20
0;100;100;0.005;100;1;100;1.0;1.0;1.0;3.5020214768552096;1;ea.p.s.circularPointAiming-20;ga-0.5;minimize;3.5020214768552096;20
0;100;100;0.0036;100;1;100;1.0;1.0;1.0;3.8703448050911313;2;ea.p.s.circularPointAiming-20;ga-0.5;minimize;3.8703448050911313;20
5;60;60;0.0203;12;1;12;1.0;1.0;1.0;3.3682173194258707;1;ea.p.s.ackley-20;cmaEs;minimize;3.3682173194258707;20
10;120;120;0.031;12;1;12;1.0;1.0;1.0;3.1211764074130177;1;ea.p.s.ackley-20;cmaEs;minimize;3.1211764074130177;20
15;180;180;0.0422;12;1;12;1.0;1.0;1.0;2.768456698943791;1;ea.p.s.ackley-20;cmaEs;minimize;2.768456698943791;20
20;240;240;0.0549;12;1;12;1.0;1.0;1.0;1.9926054497481194;1;ea.p.s.ackley-20;cmaEs;minimize;1.9926054497481194;20
25;300;300;0.0653;12;1;12;1.0;1.0;1.0;1.8986972593842713;1;ea.p.s.ackley-20;cmaEs;minimize;1.8986972593842713;20
30;360;360;0.0774;12;1;12;1.0;1.0;1.0;1.2952372922650537;1;ea.p.s.ackley-20;cmaEs;minimize;1.2952372922650537;20
35;420;420;0.0911;12;1;12;1.0;1.0;1.0;1.0641828792625003;1;ea.p.s.ackley-20;cmaEs;minimize;1.0641828792625003;20
40;480;480;0.1015;12;1;12;1.0;1.0;1.0;1.069137926770051;1;ea.p.s.ackley-20;cmaEs;minimize;1.069137926770051;20
5;60;60;0.0167;12;1;12;1.0;1.0;1.0;3.594250151897182;2;ea.p.s.ackley-20;cmaEs;minimize;3.594250151897182;20
10;120;120;0.0265;12;1;12;1.0;1.0;1.0;3.3200834759445326;2;ea.p.s.ackley-20;cmaEs;minimize;3.3200834759445326;20
15;180;180;0.0381;12;1;12;1.0;1.0;1.0;2.4675000921842103;2;ea.p.s.ackley-20;cmaEs;minimize;2.4675000921842103;20
20;240;240;0.0519;12;1;12;1.0;1.0;1.0;1.7331213835006918;2;ea.p.s.ackley-20;cmaEs;minimize;1.7331213835006918;20
25;300;300;0.0755;12;1;12;1.0;1.0;1.0;1.8042457961239262;2;ea.p.s.ackley-20;cmaEs;minimize;1.8042457961239262;20
30;360;360;0.0932;12;1;12;1.0;1.0;1.0;1.4246420888755584;2;ea.p.s.ackley-20;cmaEs;minimize;1.4246420888755584;20
35;420;420;0.1157;12;1;12;1.0;1.0;1.0;1.0563471052977325;2;ea.p.s.ackley-20;cmaEs;minimize;1.0563471052977325;20
40;480;480;0.139;12;1;12;1.0;1.0;1.0;0.6135687566395664;2;ea.p.s.ackley-20;cmaEs;minimize;0.6135687566395664;20
0;15;15;0.0014;15;1;15;1.0;1.0;1.0;3.576298830415116;1;ea.p.s.ackley-20;differentialEvolution;minimize;3.576298830415116;20
5;90;90;0.0112;15;1;15;1.0;1.0;1.0;3.361267271690075;1;ea.p.s.ackley-20;differentialEvolution;minimize;3.361267271690075;20
10;165;165;0.0203;15;1;15;1.0;1.0;1.0;3.3069209287416794;1;ea.p.s.ackley-20;differentialEvolution;minimize;3.3069209287416794;20
15;240;240;0.0371;15;1;15;1.0;1.0;1.0;2.8619409741025135;1;ea.p.s.ackley-20;differentialEvolution;minimize;2.8619409741025135;20
20;315;315;0.0531;15;1;15;1.0;1.0;1.0;2.4756391100030872;1;ea.p.s.ackley-20;differentialEvolution;minimize;2.4756391100030872;20
25;390;390;0.0744;15;1;15;1.0;1.0;1.0;2.1293018807419846;1;ea.p.s.ackley-20;differentialEvolution;minimize;2.1293018807419846;20
30;465;465;0.0873;15;1;15;1.0;1.0;1.0;1.7194420630510163;1;ea.p.s.ackley-20;differentialEvolution;minimize;1.7194420630510163;20
0;15;15;0.0013;15;1;15;1.0;1.0;1.0;3.5980030225548885;2;ea.p.s.ackley-20;differentialEvolution;minimize;3.5980030225548885;20
5;90;90;0.0123;15;1;15;1.0;1.0;1.0;3.1552523199665257;2;ea.p.s.ackley-20;differentialEvolution;minimize;3.1552523199665257;20
10;165;165;0.0209;15;1;15;1.0;1.0;1.0;2.6627360043120842;2;ea.p.s.ackley-20;differentialEvolution;minimize;2.6627360043120842;20
15;240;240;0.0297;15;1;15;1.0;1.0;1.0;2.566881808710495;2;ea.p.s.ackley-20;differentialEvolution;minimize;2.566881808710495;20
20;315;315;0.0419;15;1;15;1.0;1.0;1.0;1.8932150419067715;2;ea.p.s.ackley-20;differentialEvolution;minimize;1.8932150419067715;20
25;390;390;0.0505;15;1;15;1.0;1.0;1.0;1.6673925426601675;2;ea.p.s.ackley-20;differentialEvolution;minimize;1.6673925426601675;20
30;465;465;0.0605;15;1;15;1.0;1.0;1.0;1.554285147808017;2;ea.p.s.ackley-20;differentialEvolution;minimize;1.554285147808017;20
0;100;100;0.0052;100;1;100;1.0;1.0;1.0;2.864410927670463;1;ea.p.s.ackley-20;pso;minimize;2.864410927670463;20
0;100;100;0.0044;100;1;100;1.0;1.0;1.0;3.113494490313475;2;ea.p.s.ackley-20;pso;minimize;3.113494490313475;20
0;30;30;0.0018;30;1;30;1.0;1.0;1.0;2.864410927670463;1;ea.p.s.ackley-20;es-0.02;minimize;2.864410927670463;20
5;180;180;0.0075;30;1;30;1.0;1.0;1.0;0.8469588318929877;1;ea.p.s.ackley-20;es-0.02;minimize;0.8469588318929877;20
10;330;330;0.0127;30;1;30;1.0;1.0;1.0;0.5752713729182095;1;ea.p.s.ackley-20;es-0.02;minimize;0.5752713729182095;20
15;480;480;0.0182;30;1;30;1.0;1.0;1.0;0.5752713729182095;1;ea.p.s.ackley-20;es-0.02;minimize;0.5752713729182095;20
0;30;30;0.0013;30;1;30;1.0;1.0;1.0;3.214433302629669;2;ea.p.s.ackley-20;es-0.02;minimize;3.214433302629669;20
5;180;180;0.0058;30;1;30;1.0;1.0;1.0;0.8996461768407191;2;ea.p.s.ackley-20;es-0.02;minimize;0.8996461768407191;20
10;330;330;0.0127;30;1;30;1.0;1.0;1.0;0.7324888594205281;2;ea.p.s.ackley-20;es-0.02;minimize;0.7324888594205281;20
15;480;480;0.0174;30;1;30;1.0;1.0;1.0;0.7324888594205281;2;ea.p.s.ackley-20;es-0.02;minimize;0.7324888594205281;20
0;30;30;0.0011;30;1;30;1.0;1.0;1.0;2.864410927670463;1;ea.p.s.ackley-20;es-0.25;minimize;2.864410927670463;20
5;180;180;0.0075;30;1;30;1.0;1.0;1.0;2.78742859438977;1;ea.p.s.ackley-20;es-0.25;minimize;2.78742859438977;20
10;330;330;0.0126;30;1;30;1.0;1.0;1.0;2.5397164376042913;1;ea.p.s.ackley-20;es-0.25;minimize;2.5397164376042913;20
15;480;480;0.0205;30;1;30;1.0;1.0;1.0;2.5397164376042913;1;ea.p.s.ackley-20;es-0.25;minimize;2.5397164376042913;20
0;30;30;0.0028;30;1;30;1.0;1.0;1.0;3.214433302629669;2;ea.p.s.ackley-20;es-0.25;minimize;3.214433302629669;20
5;180;180;0.0091;30;1;30;1.0;1.0;1.0;2.9730954612749945;2;ea.p.s.ackley-20;es-0.25;minimize;2.9730954612749945;20
10;330;330;0.0135;30;1;30;1.0;1.0;1.0;2.3725218195300077;2;ea.p.s.ackley-20;es-0.25;minimize;2.3725218195300077;20
15;480;480;0.0192;30;1;30;1.0;1.0;1.0;2.3725218195300077;2;ea.p.s.ackley-20;es-0.25;minimize;2.3725218195300077;20
0;30;30;0.001;30;1;30;1.0;1.0;1.0;2.864410927670463;1;ea.p.s.ackley-20;es-0.5;minimize;2.864410927670463;20
5;180;180;0.0054;30;1;30;1.0;1.0;1.0;2.864410927670463;1;ea.p.s.ackley-20;es-0.5;minimize;2.864410927670463;20
10;330;330;0.0107;30;1;30;1.0;1.0;1.0;2.864410927670463;1;ea.p.s.ackley-20;es-0.5;minimize;2.864410927670463;20
15;480;480;0.0162;30;1;30;1.0;1.0;1.0;2.864410927670463;1;ea.p.s.ackley-20;es-0.5;minimize;2.864410927670463;20
0;30;30;0.0013;30;1;30;1.0;1.0;1.0;3.214433302629669;2;ea.p.s.ackley-20;es-0.5;minimize;3.214433302629669;20
5;180;180;0.007;30;1;30;1.0;1.0;1.0;3.214433302629669;2;ea.p.s.ackley-20;es-0.5;minimize;3.214433302629669;20
10;330;330;0.0143;30;1;30;1.0;1.0;1.0;3.214433302629669;2;ea.p.s.ackley-20;es-0.5;minimize;3.214433302629669;20
15;480;480;0.0187;30;1;30;1.0;1.0;1.0;3.214433302629669;2;ea.p.s.ackley-20;es-0.5;minimize;3.214433302629669;20
0;100;100;0.0059;100;1;100;1.0;1.0;1.0;2.864410927670463;1;ea.p.s.ackley-20;ga-0.02;minimize;2.864410927670463;20
0;100;100;0.0039;100;1;100;1.0;1.0;1.0;3.113494490313475;2;ea.p.s.ackley-20;ga-0.02;minimize;3.113494490313475;20
0;100;100;0.0041;100;1;100;1.0;1.0;1.0;2.864410927670463;1;ea.p.s.ackley-20;ga-0.25;minimize;2.864410927670463;20
0;100;100;0.0025;100;1;100;1.0;1.0;1.0;3.113494490313475;2;ea.p.s.ackley-20;ga-0.25;minimize;3.113494490313475;20
0;100;100;0.0031;100;1;100;1.0;1.0;1.0;2.864410927670463;1;ea.p.s.ackley-20;ga-0.5;minimize;2.864410927670463;20
0;100;100;0.0044;100;1;100;1.0;1.0;1.0;3.113494490313475;2;ea.p.s.ackley-20;ga-0.5;minimize;3.113494490313475;20
5;60;60;0.0191;12;1;12;1.0;1.0;1.0;169.12850359934913;1;ea.p.s.rastrigin-20;cmaEs;minimize;169.12850359934913;20
10;120;120;0.0298;12;1;12;1.0;1.0;1.0;183.07067536625811;1;ea.p.s.rastrigin-20;cmaEs;minimize;183.07067536625811;20
15;180;180;0.0423;12;1;12;1.0;1.0;1.0;189.0098324761901;1;ea.p.s.rastrigin-20;cmaEs;minimize;189.0098324761901;20
20;240;240;0.0519;12;1;12;1.0;1.0;1.0;180.5293128805333;1;ea.p.s.rastrigin-20;cmaEs;minimize;180.5293128805333;20
25;300;300;0.0599;12;1;12;1.0;1.0;1.0;195.24236159870844;1;ea.p.s.rastrigin-20;cmaEs;minimize;195.24236159870844;20
30;360;360;0.0709;12;1;12;1.0;1.0;1.0;155.88805076812642;1;ea.p.s.rastrigin-20;cmaEs;minimize;155.88805076812642;20
35;420;420;0.08;12;1;12;1.0;1.0;1.0;161.46276628625452;1;ea.p.s.rastrigin-20;cmaEs;minimize;161.46276628625452;20
40;480;480;0.088;12;1;12;1.0;1.0;1.0;139.94156186031407;1;ea.p.s.rastrigin-20;cmaEs;minimize;139.94156186031407;20
5;60;60;0.0223;12;1;12;1.0;1.0;1.0;140.89556198266337;2;ea.p.s.rastrigin-20;cmaEs;minimize;140.89556198266337;20
10;120;120;0.0334;12;1;12;1.0;1.0;1.0;169.6105316321355;2;ea.p.s.rastrigin-20;cmaEs;minimize;169.6105316321355;20
15;180;180;0.0427;12;1;12;1.0;1.0;1.0;141.28277179798746;2;ea.p.s.rastrigin-20;cmaEs;minimize;141.28277179798746;20
20;240;240;0.0575;12;1;12;1.0;1.0;1.0;148.71510798597245;2;ea.p.s.rastrigin-20;cmaEs;minimize;148.71510798597245;20
25;300;300;0.0669;12;1;12;1.0;1.0;1.0;175.55637494322536;2;ea.p.s.rastrigin-20;cmaEs;minimize;175.55637494322536;20
30;360;360;0.0886;12;1;12;1.0;1.0;1.0;162.33041812620417;2;ea.p.s.rastrigin-20;cmaEs;minimize;162.33041812620417;20
35;420;420;0.1063;12;1;12;1.0;1.0;1.0;160.39562065453083;2;ea.p.s.rastrigin-20;cmaEs;minimize;160.39562065453083;20
40;480;480;0.1296;12;1;12;1.0;1.0;1.0;157.30299087526615;2;ea.p.s.rastrigin-20;cmaEs;minimize;157.30299087526615;20
0;15;15;0.0028;15;1;15;1.0;1.0;1.0;150.15549162250855;1;ea.p.s.rastrigin-20;differentialEvolution;minimize;150.15549162250855;20
5;90;90;0.0229;15;1;15;1.0;1.0;1.0;139.62482003485906;1;ea.p.s.rastrigin-20;differentialEvolution;minimize;139.62482003485906;20
10;165;165;0.0367;15;1;15;1.0;1.0;1.0;138.03399783010354;1;ea.p.s.rastrigin-20;differentialEvolution;minimize;138.03399783010354;20
15;240;240;0.0509;15;1;15;1.0;1.0;1.0;119.50042791726861;1;ea.p.s.rastrigin-20;differentialEvolution;minimize;119.50042791726861;20
20;315;315;0.0589;15;1;15;1.0;1.0;1.0;119.50042791726861;1;ea.p.s.rastrigin-20;differentialEvolution;minimize;119.50042791726861;20
25;390;390;0.0703;15;1;15;1.0;1.0;1.0;105.33402184890532;1;ea.p.s.rastrigin-20;differentialEvolution;minimize;105.33402184890532;20
30;465;465;0.0838;15;1;15;1.0;1.0;1.0;105.33402184890532;1;ea.p.s.rastrigin-20;differentialEvolution;minimize;105.33402184890532;20
0;15;15;0.001;15;1;15;1.0;1.0;1.0;161.25598827854773;2;ea.p.s.rastrigin-20;differentialEvolution;minimize;161.25598827854773;20
5;90;90;0.01;15;1;15;1.0;1.0;1.0;133.32975204560432;2;ea.p.s.rastrigin-20;differentialEvolution;minimize;133.32975204560432;20
10;165;165;0.0182;15;1;15;1.0;1.0;1.0;133.32975204560432;2;ea.p.s.rastrigin-20;differentialEvolution;minimize;133.32975204560432;20
15;240;240;0.0267;15;1;15;1.0;1.0;1.0;117.44606940676275;2;ea.p.s.rastrigin-20;differentialEvolution;minimize;117.44606940676275;20
20;315;315;0.0338;15;1;15;1.0;1.0;1.0;110.89659917112161;2;ea.p.s.rastrigin-20;differentialEvolution;minimize;110.89659917112161;20
25;390;390;0.04;15;1;15;1.0;1.0;1.0;110.89659917112161;2;ea.p.s.rastrigin-20;differentialEvolution;minimize;110.89659917112161;20
30;465;465;0.047;15;1;15;1.0;1.0;1.0;110.89659917112161;2;ea.p.s.rastrigin-20;differentialEvolution;minimize;110.89659917112161;20
0;100;100;0.0023;100;1;100;1.0;1.0;1.0;150.15549162250855;1;ea.p.s.rastrigin-20;pso;minimize;150.15549162250855;20
0;100;100;0.0028;100;1;100;1.0;1.0;1.0;105.63056636460345;2;ea.p.s.rastrigin-20;pso;minimize;105.63056636460345;20
0;30;30;0.0012;30;1;30;1.0;1.0;1.0;150.15549162250855;1;ea.p.s.rastrigin-20;es-0.02;minimize;150.15549162250855;20
5;180;180;0.0048;30;1;30;1.0;1.0;1.0;59.572272171244975;1;ea.p.s.rastrigin-20;es-0.02;minimize;59.572272171244975;20
10;330;330;0.0098;30;1;30;1.0;1.0;1.0;34.96403370239179;1;ea.p.s.rastrigin-20;es-0.02;minimize;34.96403370239179;20
15;480;480;0.0138;30;1;30;1.0;1.0;1.0;34.96403370239179;1;ea.p.s.rastrigin-20;es-0.02;minimize;34.96403370239179;20
0;30;30;0.0018;30;1;30;1.0;1.0;1.0;129.9872116947355;2;ea.p.s.rastrigin-20;es-0.02;minimize;129.9872116947355;20
5;180;180;0.0064;30;1;30;1.0;1.0;1.0;58.192329585131375;2;ea.p.s.rastrigin-20;es-0.02;minimize;58.192329585131375;20
10;330;330;0.0105;30;1;30;1.0;1.0;1.0;34.97681730041788;2;ea.p.s.rastrigin-20;es-0.02;minimize;34.97681730041788;20
15;480;480;0.0169;30;1;30;1.0;1.0;1.0;34.97681730041788;2;ea.p.s.rastrigin-20;es-0.02;minimize;34.97681730041788;20
0;30;30;0.0011;30;1;30;1.0;1.0;1.0;150.15549162250855;1;ea.p.s.rastrigin-20;es-0.25;minimize;150.15549162250855;20
5;180;180;0.0049;30;1;30;1.0;1.0;1.0;130.28073707825445;1;ea.p.s.rastrigin-20;es-0.25;minimize;130.28073707825445;20
10;330;330;0.0092;30;1;30;1.0;1.0;1.0;127.59552940106249;1;ea.p.s.rastrigin-20;es-0.25;minimize;127.59552940106249;20
15;480;480;0.0118;30;1;30;1.0;1.0;1.0;127.59552940106249;1;ea.p.s.rastrigin-20;es-0.25;minimize;127.59552940106249;20
0;30;30;0.0011;30;1;30;1.0;1.0;1.0;129.9872116947355;2;ea.p.s.rastrigin-20;es-0.25;minimize;129.9872116947355;20
5;180;180;0.0061;30;1;30;1.0;1.0;1.0;113.9400469142136;2;ea.p.s.rastrigin-20;es-0.25;minimize;113.9400469142136;20
10;330;330;0.0101;30;1;30;1.0;1.0;1.0;113.9400469142136;2;ea.p.s.rastrigin-20;es-0.25;minimize;113.9400469142136;20
15;480;480;0.0146;30;1;30;1.0;1.0;1.0;113.9400469142136;2;ea.p.s.rastrigin-20;es-0.25;minimize;113.9400469142136;20
0;30;30;0.001;30;1;30;1.0;1.0;1.0;150.15549162250855;1;ea.p.s.rastrigin-20;es-0.5;minimize;150.15549162250855;20
5;180;180;0.0053;30;1;30;1.0;1.0;1.0;129.82474467495325;1;ea.p.s.rastrigin-20;es-0.5;minimize;129.82474467495325;20
10;330;330;0.0095;30;1;30;1.0;1.0;1.0;122.36530958777266;1;ea.p.s.rastrigin-20;es-0.5;minimize;122.36530958777266;20
15;480;480;0.0147;30;1;30;1.0;1.0;1.0;101.54561098298252;1;ea.p.s.rastrigin-20;es-0.5;minimize;101.54561098298252;20
0;30;30;0.0017;30;1;30;1.0;1.0;1.0;129.9872116947355;2;ea.p.s.rastrigin-20;es-0.5;minimize;129.9872116947355;20
5;180;180;0.0061;30;1;30;1.0;1.0;1.0;129.9872116947355;2;ea.p.s.rastrigin-20;es-0.5;minimize;129.9872116947355;20
10;330;330;0.0095;30;1;30;1.0;1.0;1.0;120.65150349740091;2;ea.p.s.rastrigin-20;es-0.5;minimize;120.65150349740091;20
15;480;480;0.0125;30;1;30;1.0;1.0;1.0;120.65150349740091;2;ea.p.s.rastrigin-20;es-0.5;minimize;120.65150349740091;20
0;100;100;0.0025;100;1;100;1.0;1.0;1.0;150.15549162250855;1;ea.p.s.rastrigin-20;ga-0.02;minimize;150.15549162250855;20
0;100;100;0.0044;100;1;100;1.0;1.0;1.0;105.63056636460345;2;ea.p.s.rastrigin-20;ga-0.02;minimize;105.63056636460345;20
0;100;100;0.0018;100;1;100;1.0;1.0;1.0;150.15549162250855;1;ea.p.s.rastrigin-20;ga-0.25;minimize;150.15549162250855;20
0;100;100;0.0028;100;1;100;1.0;1.0;1.0;105.63056636460345;2;ea.p.s.rastrigin-20;ga-0.25;minimize;105.63056636460345;20
0;100;100;0.0037;100;1;100;1.0;1.0;1.0;150.15549162250855;1;ea.p.s.rastrigin-20;ga-0.5;minimize;150.15549162250855;20
0;100;100;0.0022;100;1;100;1.0;1.0;1.0;105.63056636460345;2;ea.p.s.rastrigin-20;ga-0.5;minimize;105.63056636460345;20
